Produkti,KohaDites,Shitjet,Data
Birra Peja,Mesdite,21,51:06.8
Birra Peja,Mbremje,43,51:06.8
Lasko,Mengjes,48,51:06.8
Lasko,Mesdite,41,51:06.8
Lasko,Mbremje,6,51:06.8
B52,Mengjes,29,51:06.8
B52,Mesdite,9,51:06.8
B52,Mbremje,38,51:06.8
VIPA,Mengjes,48,51:06.8
VIPA,Mesdite,33,51:06.8
VIPA,Mbremje,1,51:06.8
DR GERARD,Mengjes,46,51:06.8
DR GERARD,Mesdite,22,51:06.8
DR GERARD,Mbremje,25,51:06.8
PATOS,Mengjes,10,51:06.8
PATOS,Mesdite,12,51:06.8
PATOS,Mbremje,31,51:06.8
DORITOS,Mengjes,7,51:06.8
DORITOS,Mesdite,30,51:06.8
DORITOS,Mbremje,47,51:06.8
JANA,Mengjes,42,51:06.8
JANA,Mesdite,11,51:06.8
JANA,Mbremje,1,51:06.8
SKOPSKO,Mengjes,21,51:06.8
SKOPSKO,Mesdite,15,51:06.8
SKOPSKO,Mbremje,32,51:06.8
Golden Eagle,Mengjes,4,51:06.8
Golden Eagle,Mesdite,17,51:06.8
Golden Eagle,Mbremje,36,51:06.8
Birra Peja,Mengjes,13,51:06.8
Birra Peja,Mesdite,13,51:06.8
Birra Peja,Mbremje,26,51:06.8
Lasko,Mengjes,21,51:06.8
Lasko,Mesdite,49,51:06.8
Lasko,Mbremje,21,51:06.8
B52,Mengjes,24,51:06.8
B52,Mesdite,43,51:06.8
B52,Mbremje,31,51:06.8
VIPA,Mengjes,42,51:06.8
VIPA,Mesdite,21,51:06.8
VIPA,Mbremje,46,51:06.8
DR GERARD,Mengjes,50,51:06.8
DR GERARD,Mesdite,36,51:06.8
DR GERARD,Mbremje,20,51:06.8
PATOS,Mengjes,37,51:06.8
PATOS,Mesdite,17,51:06.8
PATOS,Mbremje,5,51:06.8
DORITOS,Mengjes,22,51:06.8
DORITOS,Mesdite,29,51:06.8
DORITOS,Mbremje,17,51:06.8
JANA,Mengjes,10,51:06.8
JANA,Mesdite,49,51:06.8
JANA,Mbremje,22,51:06.8
SKOPSKO,Mengjes,39,51:06.8
SKOPSKO,Mesdite,7,51:06.8
SKOPSKO,Mbremje,16,51:06.8
Golden Eagle,Mengjes,21,51:06.8
Golden Eagle,Mesdite,6,51:06.8
Golden Eagle,Mbremje,43,51:06.8
Birra Peja,Mengjes,42,51:06.8
Birra Peja,Mesdite,28,51:06.8
Birra Peja,Mbremje,38,51:06.8
Lasko,Mengjes,19,51:06.8
Lasko,Mesdite,50,51:06.8
Lasko,Mbremje,29,51:06.8
B52,Mengjes,7,51:06.8
B52,Mesdite,4,51:06.8
B52,Mbremje,3,51:06.8
VIPA,Mengjes,35,51:06.8
VIPA,Mesdite,24,51:06.8
VIPA,Mbremje,43,51:06.8
DR GERARD,Mengjes,18,51:06.8
DR GERARD,Mesdite,7,51:06.8
DR GERARD,Mbremje,29,51:06.8
PATOS,Mengjes,20,51:06.8
PATOS,Mesdite,24,51:06.8
PATOS,Mbremje,26,51:06.8
DORITOS,Mengjes,8,51:06.8
DORITOS,Mesdite,19,51:06.8
DORITOS,Mbremje,50,51:06.8
JANA,Mengjes,21,51:06.8
JANA,Mesdite,48,51:06.8
JANA,Mbremje,27,51:06.8
SKOPSKO,Mengjes,42,51:06.8
SKOPSKO,Mesdite,12,51:06.8
SKOPSKO,Mbremje,19,51:06.8
Golden Eagle,Mengjes,34,51:06.8
Golden Eagle,Mesdite,12,51:06.8
Golden Eagle,Mbremje,42,51:06.8
Birra Peja,Mengjes,15,51:06.8
Birra Peja,Mesdite,2,51:06.8
Birra Peja,Mbremje,11,51:06.8
Lasko,Mengjes,18,51:06.8
Lasko,Mesdite,8,51:06.8
Lasko,Mbremje,1,51:06.8
B52,Mengjes,19,51:06.8
B52,Mesdite,29,51:06.8
B52,Mbremje,10,51:06.8
VIPA,Mengjes,35,51:06.8
VIPA,Mesdite,42,51:06.8
VIPA,Mbremje,43,51:06.8
DR GERARD,Mengjes,17,51:06.8
DR GERARD,Mesdite,29,51:06.8
DR GERARD,Mbremje,33,51:06.8
PATOS,Mengjes,35,51:06.8
PATOS,Mesdite,16,51:06.8
PATOS,Mbremje,10,51:06.8
DORITOS,Mengjes,12,51:06.8
DORITOS,Mesdite,35,51:06.8
DORITOS,Mbremje,31,51:06.8
JANA,Mengjes,13,51:06.8
JANA,Mesdite,32,51:06.8
JANA,Mbremje,12,51:06.8
SKOPSKO,Mengjes,1,51:06.8
SKOPSKO,Mesdite,6,51:06.8
SKOPSKO,Mbremje,21,51:06.8
Golden Eagle,Mengjes,14,51:06.8
Golden Eagle,Mesdite,34,51:06.8
Golden Eagle,Mbremje,34,51:06.8
Birra Peja,Mengjes,15,51:06.8
Birra Peja,Mesdite,1,51:06.8
Birra Peja,Mbremje,45,51:06.8
Lasko,Mengjes,48,51:06.8
Lasko,Mesdite,45,51:06.8
Lasko,Mbremje,27,51:06.8
B52,Mengjes,36,51:06.8
B52,Mesdite,46,51:06.8
B52,Mbremje,46,51:06.8
VIPA,Mengjes,13,51:06.8
VIPA,Mesdite,40,51:06.8
VIPA,Mbremje,18,51:06.8
DR GERARD,Mengjes,2,51:06.8
DR GERARD,Mesdite,13,51:06.8
DR GERARD,Mbremje,40,51:06.8
PATOS,Mengjes,18,51:06.8
PATOS,Mesdite,2,51:06.8
PATOS,Mbremje,26,51:06.8
DORITOS,Mengjes,19,51:06.8
DORITOS,Mesdite,12,51:06.8
DORITOS,Mbremje,15,51:06.8
JANA,Mengjes,23,51:06.8
JANA,Mesdite,50,51:06.8
JANA,Mbremje,38,51:06.8
SKOPSKO,Mengjes,18,51:06.8
SKOPSKO,Mesdite,16,51:06.8
SKOPSKO,Mbremje,43,51:06.8
Golden Eagle,Mengjes,49,51:06.8
Golden Eagle,Mesdite,49,51:06.8
Golden Eagle,Mbremje,42,51:06.8
Birra Peja,Mengjes,14,51:06.8
Birra Peja,Mesdite,37,51:06.8
Birra Peja,Mbremje,10,51:06.8
Lasko,Mengjes,30,51:06.8
Lasko,Mesdite,18,51:06.8
Lasko,Mbremje,44,51:06.8
B52,Mengjes,28,51:06.8
B52,Mesdite,7,51:06.8
B52,Mbremje,46,51:06.8
VIPA,Mengjes,15,51:06.8
VIPA,Mesdite,6,51:06.8
VIPA,Mbremje,44,51:06.8
DR GERARD,Mengjes,19,51:06.8
DR GERARD,Mesdite,22,51:06.8
DR GERARD,Mbremje,31,51:06.8
PATOS,Mengjes,18,51:06.8
PATOS,Mesdite,1,51:06.8
PATOS,Mbremje,30,51:06.8
DORITOS,Mengjes,1,51:06.8
DORITOS,Mesdite,23,51:06.8
DORITOS,Mbremje,14,51:06.8
JANA,Mengjes,23,51:06.8
JANA,Mesdite,40,51:06.8
JANA,Mbremje,22,51:06.8
SKOPSKO,Mengjes,18,51:06.8
SKOPSKO,Mesdite,19,51:06.8
SKOPSKO,Mbremje,3,51:06.8
Golden Eagle,Mengjes,8,51:06.8
Golden Eagle,Mesdite,33,51:06.8
Golden Eagle,Mbremje,3,51:06.8
Birra Peja,Mengjes,30,51:06.8
Birra Peja,Mesdite,46,51:06.8
Birra Peja,Mbremje,48,51:06.8
Lasko,Mengjes,16,51:06.8
Lasko,Mesdite,33,51:06.8
Lasko,Mbremje,1,51:06.8
B52,Mengjes,16,51:06.8
B52,Mesdite,29,51:06.8
B52,Mbremje,30,51:06.8
VIPA,Mengjes,7,51:06.8
VIPA,Mesdite,24,51:06.8
VIPA,Mbremje,45,51:06.8
DR GERARD,Mengjes,39,51:06.8
DR GERARD,Mesdite,46,51:06.8
DR GERARD,Mbremje,2,51:06.8
PATOS,Mengjes,36,51:06.8
PATOS,Mesdite,14,51:06.8
PATOS,Mbremje,48,51:06.8
DORITOS,Mengjes,17,51:06.8
DORITOS,Mesdite,43,51:06.8
DORITOS,Mbremje,9,51:06.8
JANA,Mengjes,35,51:06.8
JANA,Mesdite,26,51:06.8
JANA,Mbremje,50,51:06.8
SKOPSKO,Mengjes,41,51:06.8
SKOPSKO,Mesdite,43,51:06.8
SKOPSKO,Mbremje,25,51:06.8
Golden Eagle,Mengjes,40,51:06.8
Golden Eagle,Mesdite,20,51:06.8
Golden Eagle,Mbremje,36,51:06.8
Birra Peja,Mengjes,17,51:06.8
Birra Peja,Mesdite,50,51:06.8
Birra Peja,Mbremje,38,51:06.8
Lasko,Mengjes,17,51:06.8
Lasko,Mesdite,8,51:06.8
Lasko,Mbremje,4,51:06.8
B52,Mengjes,38,51:06.8
B52,Mesdite,5,51:06.8
B52,Mbremje,9,51:06.8
VIPA,Mengjes,17,51:06.8
VIPA,Mesdite,16,51:06.8
VIPA,Mbremje,35,51:06.8
DR GERARD,Mengjes,42,51:06.8
DR GERARD,Mesdite,3,51:06.8
DR GERARD,Mbremje,3,51:06.8
PATOS,Mengjes,31,51:06.8
PATOS,Mesdite,2,51:06.8
PATOS,Mbremje,5,51:06.8
DORITOS,Mengjes,36,51:06.8
DORITOS,Mesdite,24,51:06.8
DORITOS,Mbremje,36,51:06.8
JANA,Mengjes,32,51:06.8
JANA,Mesdite,9,51:06.8
JANA,Mbremje,12,51:06.8
SKOPSKO,Mengjes,34,51:06.8
SKOPSKO,Mesdite,39,51:06.8
SKOPSKO,Mbremje,46,51:06.8
Golden Eagle,Mengjes,6,51:06.8
Golden Eagle,Mesdite,25,51:06.8
Golden Eagle,Mbremje,41,51:06.8
Birra Peja,Mengjes,45,51:06.8
Birra Peja,Mesdite,30,51:06.8
Birra Peja,Mbremje,29,51:06.8
Lasko,Mengjes,49,51:06.8
Lasko,Mesdite,38,51:06.8
Lasko,Mbremje,29,51:06.8
B52,Mengjes,1,51:06.8
B52,Mesdite,48,51:06.8
B52,Mbremje,7,51:06.8
VIPA,Mengjes,25,51:06.8
VIPA,Mesdite,37,51:06.8
VIPA,Mbremje,13,51:06.8
DR GERARD,Mengjes,42,51:06.8
DR GERARD,Mesdite,17,51:06.8
DR GERARD,Mbremje,40,51:06.8
PATOS,Mengjes,23,51:06.8
PATOS,Mesdite,29,51:06.8
PATOS,Mbremje,28,51:06.8
DORITOS,Mengjes,48,51:06.8
DORITOS,Mesdite,17,51:06.8
DORITOS,Mbremje,4,51:06.8
JANA,Mengjes,3,51:06.8
JANA,Mesdite,27,51:06.8
JANA,Mbremje,4,51:06.8
SKOPSKO,Mengjes,28,51:06.8
SKOPSKO,Mesdite,5,51:06.8
SKOPSKO,Mbremje,25,51:06.8
Golden Eagle,Mengjes,1,51:06.8
Golden Eagle,Mesdite,10,51:06.8
Golden Eagle,Mbremje,12,51:06.8
Birra Peja,Mengjes,1,51:06.8
Birra Peja,Mesdite,1,51:06.8
Birra Peja,Mbremje,42,51:06.8
Lasko,Mengjes,30,51:06.8
Lasko,Mesdite,25,51:06.8
Lasko,Mbremje,26,51:06.8
B52,Mengjes,17,51:06.8
B52,Mesdite,49,51:06.8
B52,Mbremje,38,51:06.8
VIPA,Mengjes,41,51:06.8
VIPA,Mesdite,36,51:06.8
VIPA,Mbremje,6,51:06.8
DR GERARD,Mengjes,50,51:06.8
DR GERARD,Mesdite,38,51:06.8
DR GERARD,Mbremje,23,51:06.8
PATOS,Mengjes,36,51:06.8
PATOS,Mesdite,31,51:06.8
PATOS,Mbremje,35,51:06.8
DORITOS,Mengjes,21,51:06.8
DORITOS,Mesdite,38,51:06.8
DORITOS,Mbremje,32,51:06.8
JANA,Mengjes,32,51:06.8
JANA,Mesdite,11,51:06.8
JANA,Mbremje,36,51:06.8
SKOPSKO,Mengjes,10,51:06.8
SKOPSKO,Mesdite,5,51:06.8
SKOPSKO,Mbremje,24,51:06.8
Golden Eagle,Mengjes,12,51:06.8
Golden Eagle,Mesdite,37,51:06.8
Golden Eagle,Mbremje,20,51:06.8
Birra Peja,Mengjes,43,51:06.8
Birra Peja,Mesdite,29,51:06.8
Birra Peja,Mbremje,17,51:06.8
Lasko,Mengjes,23,51:06.8
Lasko,Mesdite,37,51:06.8
Lasko,Mbremje,35,51:06.8
B52,Mengjes,11,51:06.8
B52,Mesdite,38,51:06.8
B52,Mbremje,43,51:06.8
VIPA,Mengjes,1,51:06.8
VIPA,Mesdite,17,51:06.8
VIPA,Mbremje,13,51:06.8
DR GERARD,Mengjes,13,51:06.8
DR GERARD,Mesdite,3,51:06.8
DR GERARD,Mbremje,31,51:06.8
PATOS,Mengjes,8,51:06.8
PATOS,Mesdite,41,51:06.8
PATOS,Mbremje,22,51:06.8
DORITOS,Mengjes,2,51:06.8
DORITOS,Mesdite,47,51:06.8
DORITOS,Mbremje,5,51:06.8
JANA,Mengjes,28,51:06.8
JANA,Mesdite,29,51:06.8
JANA,Mbremje,29,51:06.8
SKOPSKO,Mengjes,23,51:06.8
SKOPSKO,Mesdite,41,51:06.8
SKOPSKO,Mbremje,15,51:06.8
Golden Eagle,Mengjes,7,51:06.8
Golden Eagle,Mesdite,28,51:06.8
Golden Eagle,Mbremje,14,51:06.8
Birra Peja,Mengjes,26,51:06.8
Birra Peja,Mesdite,20,51:06.8
Birra Peja,Mbremje,50,51:06.8
Lasko,Mengjes,25,51:06.8
Lasko,Mesdite,13,51:06.8
Lasko,Mbremje,22,51:06.8
B52,Mengjes,24,51:06.8
B52,Mesdite,32,51:06.8
B52,Mbremje,2,51:06.8
VIPA,Mengjes,4,51:06.8
VIPA,Mesdite,23,51:06.8
VIPA,Mbremje,41,51:06.8
DR GERARD,Mengjes,18,51:06.8
DR GERARD,Mesdite,5,51:06.8
DR GERARD,Mbremje,25,51:06.8
PATOS,Mengjes,14,51:06.8
PATOS,Mesdite,35,51:06.8
PATOS,Mbremje,35,51:06.8
DORITOS,Mengjes,24,51:06.8
DORITOS,Mesdite,31,51:06.8
DORITOS,Mbremje,9,51:06.8
JANA,Mengjes,29,51:06.8
JANA,Mesdite,28,51:06.8
JANA,Mbremje,24,51:06.8
SKOPSKO,Mengjes,36,51:06.8
SKOPSKO,Mesdite,35,51:06.8
SKOPSKO,Mbremje,45,51:06.8
Golden Eagle,Mengjes,5,51:06.8
Golden Eagle,Mesdite,16,51:06.8
Golden Eagle,Mbremje,32,51:06.8
Birra Peja,Mengjes,9,51:06.8
Birra Peja,Mesdite,5,51:06.8
Birra Peja,Mbremje,7,51:06.8
Lasko,Mengjes,13,51:06.8
Lasko,Mesdite,26,51:06.8
Lasko,Mbremje,14,51:06.8
B52,Mengjes,6,51:06.8
B52,Mesdite,22,51:06.8
B52,Mbremje,23,51:06.8
VIPA,Mengjes,3,51:06.8
VIPA,Mesdite,42,51:06.8
VIPA,Mbremje,1,51:06.8
DR GERARD,Mengjes,2,51:06.8
DR GERARD,Mesdite,14,51:06.8
DR GERARD,Mbremje,1,51:06.8
PATOS,Mengjes,5,51:06.8
PATOS,Mesdite,13,51:06.8
PATOS,Mbremje,10,51:06.8
DORITOS,Mengjes,20,51:06.8
DORITOS,Mesdite,22,51:06.8
DORITOS,Mbremje,32,51:06.8
JANA,Mengjes,38,51:06.8
JANA,Mesdite,36,51:06.8
JANA,Mbremje,47,51:06.8
SKOPSKO,Mengjes,43,51:06.8
SKOPSKO,Mesdite,49,51:06.8
SKOPSKO,Mbremje,23,51:06.8
Golden Eagle,Mengjes,42,51:06.8
Golden Eagle,Mesdite,17,51:06.8
Golden Eagle,Mbremje,30,51:06.8
Birra Peja,Mengjes,21,51:06.8
Birra Peja,Mesdite,22,51:06.8
Birra Peja,Mbremje,6,51:06.8
Lasko,Mengjes,29,51:06.8
Lasko,Mesdite,1,51:06.8
Lasko,Mbremje,41,51:06.8
B52,Mengjes,9,51:06.8
B52,Mesdite,18,51:06.8
B52,Mbremje,31,51:06.8
VIPA,Mengjes,35,51:06.8
VIPA,Mesdite,2,51:06.8
VIPA,Mbremje,19,51:06.8
DR GERARD,Mengjes,22,51:06.8
DR GERARD,Mesdite,1,51:06.8
DR GERARD,Mbremje,2,51:06.8
PATOS,Mengjes,5,51:06.8
PATOS,Mesdite,15,51:06.8
PATOS,Mbremje,32,51:06.8
DORITOS,Mengjes,7,51:06.8
DORITOS,Mesdite,43,51:06.8
DORITOS,Mbremje,43,51:06.8
JANA,Mengjes,36,51:06.8
JANA,Mesdite,41,51:06.8
JANA,Mbremje,32,51:06.8
SKOPSKO,Mengjes,20,51:06.8
SKOPSKO,Mesdite,33,51:06.8
SKOPSKO,Mbremje,7,51:06.8
Golden Eagle,Mengjes,16,51:06.8
Golden Eagle,Mesdite,40,51:06.8
Golden Eagle,Mbremje,37,51:06.8
Birra Peja,Mengjes,28,51:06.8
Birra Peja,Mesdite,37,51:06.8
Birra Peja,Mbremje,4,51:06.8
Lasko,Mengjes,13,51:06.8
Lasko,Mesdite,39,51:06.8
Lasko,Mbremje,43,51:06.8
B52,Mengjes,32,51:06.8
B52,Mesdite,2,51:06.8
B52,Mbremje,29,51:06.8
VIPA,Mengjes,13,51:06.8
VIPA,Mesdite,26,51:06.8
VIPA,Mbremje,40,51:06.8
DR GERARD,Mengjes,44,51:06.8
DR GERARD,Mesdite,49,51:06.8
DR GERARD,Mbremje,22,51:06.8
PATOS,Mengjes,31,51:06.8
PATOS,Mesdite,3,51:06.8
PATOS,Mbremje,13,51:06.8
DORITOS,Mengjes,39,51:06.8
DORITOS,Mesdite,10,51:06.8
DORITOS,Mbremje,19,51:06.8
JANA,Mengjes,31,51:06.8
JANA,Mesdite,40,51:06.8
JANA,Mbremje,25,51:06.8
SKOPSKO,Mengjes,32,51:06.8
SKOPSKO,Mesdite,2,51:06.8
SKOPSKO,Mbremje,3,51:06.8
Golden Eagle,Mengjes,1,51:06.8
Golden Eagle,Mesdite,8,51:06.8
Golden Eagle,Mbremje,24,51:06.8
Birra Peja,Mengjes,19,51:06.8
Birra Peja,Mesdite,42,51:06.8
Birra Peja,Mbremje,11,51:06.8
Lasko,Mengjes,45,51:06.8
Lasko,Mesdite,4,51:06.8
Lasko,Mbremje,6,51:06.8
B52,Mengjes,1,51:06.8
B52,Mesdite,37,51:06.8
B52,Mbremje,24,51:06.8
VIPA,Mengjes,48,51:06.8
VIPA,Mesdite,11,51:06.8
VIPA,Mbremje,39,51:06.8
DR GERARD,Mengjes,2,51:06.8
DR GERARD,Mesdite,36,51:06.8
DR GERARD,Mbremje,31,51:06.8
PATOS,Mengjes,50,51:06.8
PATOS,Mesdite,14,51:06.8
PATOS,Mbremje,50,51:06.8
DORITOS,Mengjes,9,51:06.8
DORITOS,Mesdite,33,51:06.8
DORITOS,Mbremje,37,51:06.8
JANA,Mengjes,10,51:06.8
JANA,Mesdite,38,51:06.8
JANA,Mbremje,35,51:06.8
SKOPSKO,Mengjes,16,51:06.8
SKOPSKO,Mesdite,30,51:06.8
SKOPSKO,Mbremje,45,51:06.8
Golden Eagle,Mengjes,15,51:06.8
Golden Eagle,Mesdite,12,51:06.8
Golden Eagle,Mbremje,1,51:06.8
Birra Peja,Mengjes,34,51:06.8
Birra Peja,Mesdite,26,51:06.8
Birra Peja,Mbremje,37,51:06.8
Lasko,Mengjes,18,51:06.8
Lasko,Mesdite,43,51:06.8
Lasko,Mbremje,50,51:06.8
B52,Mengjes,13,51:06.8
B52,Mesdite,45,51:06.8
B52,Mbremje,50,51:06.8
VIPA,Mengjes,18,51:06.8
VIPA,Mesdite,9,51:06.8
VIPA,Mbremje,34,51:06.8
DR GERARD,Mengjes,3,51:06.8
DR GERARD,Mesdite,38,51:06.8
DR GERARD,Mbremje,19,51:06.8
PATOS,Mengjes,35,51:06.8
PATOS,Mesdite,10,51:06.8
PATOS,Mbremje,18,51:06.8
DORITOS,Mengjes,23,51:06.8
DORITOS,Mesdite,43,51:06.8
DORITOS,Mbremje,22,51:06.8
JANA,Mengjes,7,51:06.8
JANA,Mesdite,14,51:06.8
JANA,Mbremje,25,51:06.8
SKOPSKO,Mengjes,32,51:06.8
SKOPSKO,Mesdite,47,51:06.8
SKOPSKO,Mbremje,24,51:06.8
Golden Eagle,Mengjes,24,51:06.8
Golden Eagle,Mesdite,1,51:06.8
Golden Eagle,Mbremje,10,51:06.8
Birra Peja,Mengjes,37,51:06.8
Birra Peja,Mesdite,50,51:06.8
Birra Peja,Mbremje,38,51:06.8
Lasko,Mengjes,32,51:06.8
Lasko,Mesdite,16,51:06.8
Lasko,Mbremje,11,51:06.8
B52,Mengjes,46,51:06.8
B52,Mesdite,8,51:06.8
B52,Mbremje,45,51:06.8
VIPA,Mengjes,24,51:06.8
VIPA,Mesdite,30,51:06.8
VIPA,Mbremje,48,51:06.8
DR GERARD,Mengjes,34,51:06.8
DR GERARD,Mesdite,3,51:06.8
DR GERARD,Mbremje,9,51:06.8
PATOS,Mengjes,26,51:06.8
PATOS,Mesdite,36,51:06.8
PATOS,Mbremje,37,51:06.8
DORITOS,Mengjes,40,51:06.8
DORITOS,Mesdite,37,51:06.8
DORITOS,Mbremje,3,51:06.8
JANA,Mengjes,43,51:06.8
JANA,Mesdite,6,51:06.8
JANA,Mbremje,43,51:06.8
SKOPSKO,Mengjes,25,51:06.8
SKOPSKO,Mesdite,37,51:06.8
SKOPSKO,Mbremje,35,51:06.8
Golden Eagle,Mengjes,39,51:06.8
Golden Eagle,Mesdite,20,51:06.8
Golden Eagle,Mbremje,37,51:06.8
Birra Peja,Mengjes,19,51:06.8
Birra Peja,Mesdite,24,51:06.8
Birra Peja,Mbremje,32,51:06.8
Lasko,Mengjes,44,51:06.8
Lasko,Mesdite,35,51:06.8
Lasko,Mbremje,36,51:06.8
B52,Mengjes,43,51:06.8
B52,Mesdite,11,51:06.8
B52,Mbremje,12,51:06.8
VIPA,Mengjes,8,51:06.8
VIPA,Mesdite,17,51:06.8
VIPA,Mbremje,27,51:06.8
DR GERARD,Mengjes,14,51:06.8
DR GERARD,Mesdite,47,51:06.8
DR GERARD,Mbremje,27,51:06.8
PATOS,Mengjes,23,51:06.8
PATOS,Mesdite,35,51:06.8
PATOS,Mbremje,25,51:06.8
DORITOS,Mengjes,49,51:06.8
DORITOS,Mesdite,5,51:06.8
DORITOS,Mbremje,47,51:06.8
JANA,Mengjes,19,51:06.8
JANA,Mesdite,22,51:06.8
JANA,Mbremje,30,51:06.8
SKOPSKO,Mengjes,14,51:06.8
SKOPSKO,Mesdite,16,51:06.8
SKOPSKO,Mbremje,20,51:06.8
Golden Eagle,Mengjes,11,51:06.8
Golden Eagle,Mesdite,41,51:06.8
Golden Eagle,Mbremje,20,51:06.8
Birra Peja,Mengjes,12,51:06.8
Birra Peja,Mesdite,21,51:06.8
Birra Peja,Mbremje,50,51:06.8
Lasko,Mengjes,26,51:06.8
Lasko,Mesdite,30,51:06.8
Lasko,Mbremje,43,51:06.8
B52,Mengjes,47,51:06.8
B52,Mesdite,8,51:06.8
B52,Mbremje,25,51:06.8
VIPA,Mengjes,23,51:06.8
VIPA,Mesdite,11,51:06.8
VIPA,Mbremje,24,51:06.8
DR GERARD,Mengjes,31,51:06.8
DR GERARD,Mesdite,50,51:06.8
DR GERARD,Mbremje,6,51:06.8
PATOS,Mengjes,9,51:06.8
PATOS,Mesdite,41,51:06.8
PATOS,Mbremje,19,51:06.8
DORITOS,Mengjes,43,51:06.8
DORITOS,Mesdite,14,51:06.8
DORITOS,Mbremje,15,51:06.8
JANA,Mengjes,22,51:06.8
JANA,Mesdite,21,51:06.8
JANA,Mbremje,44,51:06.8
SKOPSKO,Mengjes,38,51:06.8
SKOPSKO,Mesdite,20,51:06.8
SKOPSKO,Mbremje,33,51:06.8
Golden Eagle,Mengjes,2,51:06.8
Golden Eagle,Mesdite,31,51:06.8
Golden Eagle,Mbremje,27,51:06.8
Birra Peja,Mengjes,9,51:06.8
Birra Peja,Mesdite,23,51:06.8
Birra Peja,Mbremje,22,51:06.8
Lasko,Mengjes,21,51:06.8
Lasko,Mesdite,40,51:06.8
Lasko,Mbremje,33,51:06.8
B52,Mengjes,9,51:06.8
B52,Mesdite,22,51:06.8
B52,Mbremje,41,51:06.8
VIPA,Mengjes,49,51:06.8
VIPA,Mesdite,3,51:06.8
VIPA,Mbremje,11,51:06.8
DR GERARD,Mengjes,12,51:06.8
DR GERARD,Mesdite,43,51:06.8
DR GERARD,Mbremje,48,51:06.8
PATOS,Mengjes,5,51:06.8
PATOS,Mesdite,17,51:06.8
PATOS,Mbremje,22,51:06.8
DORITOS,Mengjes,14,51:06.8
DORITOS,Mesdite,8,51:06.8
DORITOS,Mbremje,24,51:06.8
JANA,Mengjes,13,51:06.8
JANA,Mesdite,5,51:06.8
JANA,Mbremje,22,51:06.8
SKOPSKO,Mengjes,3,51:06.8
SKOPSKO,Mesdite,47,51:06.8
SKOPSKO,Mbremje,44,51:06.8
Golden Eagle,Mengjes,19,51:06.8
Golden Eagle,Mesdite,16,51:06.8
Golden Eagle,Mbremje,7,51:06.8
Birra Peja,Mengjes,32,51:06.8
Birra Peja,Mesdite,6,51:06.8
Birra Peja,Mbremje,46,51:06.8
Lasko,Mengjes,37,51:06.8
Lasko,Mesdite,11,51:06.8
Lasko,Mbremje,2,51:06.8
B52,Mengjes,6,51:06.8
B52,Mesdite,48,51:06.8
B52,Mbremje,27,51:06.8
VIPA,Mengjes,48,51:06.8
VIPA,Mesdite,22,51:06.8
VIPA,Mbremje,49,51:06.8
DR GERARD,Mengjes,18,51:06.8
DR GERARD,Mesdite,26,51:06.8
DR GERARD,Mbremje,23,51:06.8
PATOS,Mengjes,13,51:06.8
PATOS,Mesdite,14,51:06.8
PATOS,Mbremje,31,51:06.8
DORITOS,Mengjes,5,51:06.8
DORITOS,Mesdite,6,51:06.8
DORITOS,Mbremje,15,51:06.8
JANA,Mengjes,21,51:06.8
JANA,Mesdite,40,51:06.8
JANA,Mbremje,32,51:06.8
SKOPSKO,Mengjes,23,51:06.8
SKOPSKO,Mesdite,19,51:06.8
SKOPSKO,Mbremje,33,51:06.8
Golden Eagle,Mengjes,10,51:06.8
Golden Eagle,Mesdite,24,51:06.8
Golden Eagle,Mbremje,38,51:06.8
Birra Peja,Mengjes,50,51:06.8
Birra Peja,Mesdite,26,51:06.8
Birra Peja,Mbremje,22,51:06.8
Lasko,Mengjes,14,51:06.8
Lasko,Mesdite,14,51:06.8
Lasko,Mbremje,7,51:06.8
B52,Mengjes,8,51:06.8
B52,Mesdite,13,51:06.8
B52,Mbremje,24,51:06.8
VIPA,Mengjes,46,51:06.8
VIPA,Mesdite,12,51:06.8
VIPA,Mbremje,34,51:06.8
DR GERARD,Mengjes,41,51:06.8
DR GERARD,Mesdite,15,51:06.8
DR GERARD,Mbremje,6,51:06.8
PATOS,Mengjes,13,51:06.8
PATOS,Mesdite,30,51:06.8
PATOS,Mbremje,49,51:06.8
DORITOS,Mengjes,26,51:06.8
DORITOS,Mesdite,47,51:06.8
DORITOS,Mbremje,23,51:06.8
JANA,Mengjes,48,51:06.8
JANA,Mesdite,36,51:06.8
JANA,Mbremje,14,51:06.8
SKOPSKO,Mengjes,50,51:06.8
SKOPSKO,Mesdite,2,51:06.8
SKOPSKO,Mbremje,49,51:06.8
Golden Eagle,Mengjes,14,51:06.8
Golden Eagle,Mesdite,28,51:06.8
Golden Eagle,Mbremje,3,51:06.8
Birra Peja,Mengjes,36,51:06.8
Birra Peja,Mesdite,41,51:06.8
Birra Peja,Mbremje,37,51:06.8
Lasko,Mengjes,10,51:06.8
Lasko,Mesdite,18,51:06.8
Lasko,Mbremje,48,51:06.8
B52,Mengjes,42,51:06.8
B52,Mesdite,15,51:06.8
B52,Mbremje,30,51:06.8
VIPA,Mengjes,50,51:06.8
VIPA,Mesdite,49,51:06.8
VIPA,Mbremje,16,51:06.8
DR GERARD,Mengjes,27,51:06.8
DR GERARD,Mesdite,48,51:06.8
DR GERARD,Mbremje,30,51:06.8
PATOS,Mengjes,29,51:06.8
PATOS,Mesdite,31,51:06.8
